tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_12572657.anseriformes.china.110.2021-11-27	H5N1	2021-11-27	2021.9	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-27	profile001	anseriformes	112.277189482252	30.9806813015582
H5N6.2344b.EPI_ISL_11208200.anseriformes.china.126.2021-12-08	H5N6	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong / NA / NA	2021-12-08	profile001	anseriformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_11208196.anseriformes.china.126.2021-12-01	H5N6	2021-12-01	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2021-12-01	profile001	anseriformes	111.713471439142	27.5978523947888
H5N6.2344b.EPI_ISL_11208194.anseriformes.china.213.2021-10-18	H5N6	2021-10-18	2021.79	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi / NA / NA	2021-10-18	profile001	anseriformes	108.782865094166	23.82591453975
H5N8.NA.EPI_ISL_4062444.anseriformes.china.NA.2020-11-01	H5N8	2020-11-01	2020.83	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2020-11-01	profile001	anseriformes	103.513718494908	36.6848135465548
H5N1.NA.EPI_ISL_8215689.anseriformes.china.NA.2021-05-20	H5N1	2021-05-20	2021.38	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	NA	2021-05-20	profileNA	anseriformes	88.2546629070738	31.7354796576819
H5N1.NA.EPI_ISL_13618384.anseriformes.israel.NA.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	western asia	israel	isr	31.4459854424407	35.0090837317994	NA	NA	NA	NA	NA	2021-11-18	profile001	anseriformes	35.0090837317994	31.4459854424407
H5N1.NA.EPI_ISL_15063424.anseriformes.japan.NA.2021-12-05	H5N1	2021-12-05	2021.93	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-12-05	profileNA	anseriformes	140.198261340312	35.5094511865639
H5N1.NA.EPI_ISL_15613494.anseriformes.japan.NA.2021-11-09	H5N1	2021-11-09	2021.85	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-11-09	profile001	anseriformes	131.298614512671	32.1919114758892
H5N1.NA.EPI_ISL_16831015.anseriformes.japan.NA.2022-01-27	H5N1	2022-01-27	2022.07	2022-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-01-27	profile001	anseriformes	137.574137168765	37.3996665395305
H5N1.NA.EPI_ISL_18373255.anseriformes.south_korea.NA.2022-03-11	H5N1	2022-03-11	2022.19	2022-03-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-03-11	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_9221537.anseriformes.netherlands.NA.2022-01-04	H5N1	2022-01-04	2022.01	2022-01-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	NA	NA	NA	NA	NA	2022-01-04	profile001	anseriformes	5.56251311224367	52.2573048104135
H5N1.NA.EPI_ISL_18241793.anseriformes.vietnam.NA.2023-06-05	H5N1	2023-06-05	2023.42	2023-06-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	NA	NA	NA	NA	NA	2023-06-05	profile001	anseriformes	106.354375350692	16.5422416723933
H5N1.2344b.EPI_ISL_14064699.passeriformes.japan.2.2022-02-07	H5N1	2022-02-07	2022.1	2022-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Erimo / NA	2022-02-07	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17949961.passeriformes.japan.80.2023-03-10	H5N1	2023-03-10	2023.19	2023-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kanagawa	jp.kn	35.4153490493937	139.338928797101	Asia / Japan / Kanagawa / Sagamihara / NA	2023-03-10	profile001	passeriformes	139.338928797101	35.4153490493937
H5N1.NA.EPI_ISL_18066457.passeriformes.japan.NA.2023-02-06	H5N1	2023-02-06	2023.1	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2023-02-06	profileNA	passeriformes	130.666678342289	33.5256575241002
H5N1.NA.EPI_ISL_16955799.passeriformes.japan.NA.2022-11-28	H5N1	2022-11-28	2022.91	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	NA	2022-11-28	profile001	passeriformes	140.92583944453	38.446036231103
H5N1.NA.EPI_ISL_18130247.passeriformes.japan.NA.2023-01-05	H5N1	2023-01-05	2023.01	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	saitama	jp.st	35.9972673234424	139.347759410476	NA	2023-01-05	profile001	passeriformes	139.347759410476	35.9972673234424
H5N1.NA.EPI_ISL_17527087.passeriformes.japan.NA.2022-12-26	H5N1	2022-12-26	2022.98	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-12-26	profileNA	passeriformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_15923322.falconiformes.japan.22.2022-09-25	H5N1	2022-09-25	2022.73	2022-09-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kanagawa	jp.kn	35.4153490493937	139.338928797101	Asia / Japan / Kanagawa / NA / NA	2022-09-25	profile001	falconiformes	139.338928797101	35.4153490493937
H5N1.NA.EPI_ISL_17309160.falconiformes.japan.NA.2023-01-17	H5N1	2023-01-17	2023.04	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	iwate	jp.iw	39.5914074346158	141.361222721758	NA	2023-01-17	profile001	falconiformes	141.361222721758	39.5914074346158
H5N6.2344b.EPI_ISL_3090099.na.china.61.2021-07-03	H5N6	2021-07-03	2021.5	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-07-03	profile001	na	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_16208999.na.china.126.2021-09-19	H5N6	2021-09-19	2021.72	2021-09-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-09-19	profile001	na	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_16466440.na.china.126.2022-11-11	H5N6	2022-11-11	2022.86	2022-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan Province / Changsha city / NA	2022-11-11	profile001	na	111.713471439142	27.5978523947888
H5N1.2344b.EPI_ISL_china_27.charadriiformes.china.19.2022-07-23	H5N1	2022-07-23	2022.56	2022-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	qinghai	cn.qh	35.7553973024078	96.0028538289268	Asia / China / Qinghai / NA / NA	2022-07-23	profile001	charadriiformes	96.0028538289268	35.7553973024078
H5N8.2344b.EPI_ISL_16215736.galliformes.china.1.2020-12	H5N8	NA	NA	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	Asia / China / NA / NA / NA	2020-12	profile001	galliformes	103.513718494908	36.6848135465548
H5N8.2344b.EPI_ISL_5098146.galliformes.germany.1.2021-02-08	H5N8	2021-02-08	2021.1	2021-02-01	western europe	germany	deu	51.0533277435649	10.373650933319	mecklenburg-vorpommern	de.mv	53.7551744161606	12.5509509363277	Europe / Germany / Mecklenburg-Vorpommern / Landkreis Rostock / NA	2021-02-08	profile001	galliformes	12.5509509363277	53.7551744161606
H5N8.2344b.EPI_ISL_1009690.galliformes.south_korea.1.2021-01-04	H5N8	2021-01-04	2021.01	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2021-01-04	profile001	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985199.galliformes.south_korea.1.2020-12-22	H5N8	2020-12-22	2020.97	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-22	profile001	galliformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_7623789.galliformes.belgium.1.2021-07-12	H5N8	2021-07-12	2021.53	2021-07-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie Oost-Vlaanderen / Moerzeke / NA	2021-07-12	profile001	galliformes	4.2420548599892	51.0391095671615
H5N8.2344b.EPI_ISL_738052.galliformes.japan.16.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-12-15	profile002	galliformes	133.968927545016	34.217379070784
H5N1.2344b.EPI_ISL_17606864.galliformes.south_korea.22.2022-04-07	H5N1	2022-04-07	2022.26	2022-04-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangnam-do	kr.kn	35.3225325644814	128.261669154089	Asia / Korea / GN / NA / NA	2022-04-07	profile001	galliformes	128.261669154089	35.3225325644814
H5N8.2344b.EPI_ISL_7381448.galliformes.china.205.2021-07	H5N8	NA	NA	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi Zhuang Autonomous Region / NA / NA	2021-07	profile001	galliformes	108.782865094166	23.82591453975
H5N8.2344b.EPI_ISL_11504587.galliformes.vietnam.205.2021-12-01	H5N8	2021-12-01	2021.92	2021-12-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	lạng sơn	vn.ls	21.8383841621594	106.620963954319	Asia / Vietnam / Tinh Lang Son / NA / NA	2021-12-01	profile001	galliformes	106.620963954319	21.8383841621594
H5N6.2344b.EPI_ISL_china_1.galliformes.china.314.2022-02-28	H5N6	2022-02-28	2022.16	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2022-02-28	profile060	galliformes	118.136153809721	36.3536638777003
H5N1.NA.EPI_ISL_18284468.galliformes.japan.NA.2022-12-05	H5N1	2022-12-05	2022.93	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	aichi	jp.ai	35.0354821249241	137.211818235863	NA	2022-12-05	profile001	galliformes	137.211818235863	35.0354821249241
H5N1.NA.EPI_ISL_18284463.galliformes.japan.NA.2022-11-13	H5N1	2022-11-13	2022.87	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	NA	2022-11-13	profileNA	galliformes	134.828550655208	35.0390049694389
H5N1.NA.EPI_ISL_18284473.galliformes.japan.NA.2022-12-16	H5N1	2022-12-16	2022.96	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hiroshima	jp.hs	34.6052446200593	132.788104542609	NA	2022-12-16	profile001	galliformes	132.788104542609	34.6052446200593
H5N1.NA.EPI_ISL_18284470.galliformes.japan.NA.2022-11-20	H5N1	2022-11-20	2022.88	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2022-11-20	profile001	galliformes	131.298614512671	32.1919114758892
H5N1.NA.EPI_ISL_15063425.galliformes.japan.NA.2021-12-07	H5N1	2021-12-07	2021.93	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	saitama	jp.st	35.9972673234424	139.347759410476	NA	2021-12-07	profileNA	galliformes	139.347759410476	35.9972673234424
H5N8.2344b.EPI_ISL_1009707.na.south_korea.1.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-14	profile001	na	127.830446360213	36.737850075983
H5N6.NA.EPI_ISL_4568642.na.china.NA.2021-08-07	H5N6	2021-08-07	2021.6	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	NA	2021-08-07	profile001	na	111.713471439142	27.5978523947888
H5N6.NA.EPI_ISL_18000337.na.china.NA.2022-02-27	H5N6	2022-02-27	2022.16	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	NA	2022-02-27	profile001	na	115.709570895796	27.6016362656629
H5N1.NA.EPI_ISL_18373264.na.south_korea.NA.2021-12-22	H5N1	2021-12-22	2021.97	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-12-22	profile001	na	127.784630688405	36.341057964317
