tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_1273413.galliformes.japan.10.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	Asia / Japan / Hyogo / NA / NA	2020-11-25	profile002	galliformes	134.828550655208	35.0390049694389
H5N8.2344b.EPI_ISL_978901.galliformes.japan.10.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	Asia / Japan / Ibaraki / NA / NA	2021-02-01	profile002	galliformes	140.318971903473	36.3027610877484
H5N8.2344b.EPI_ISL_681297.galliformes.japan.10.2020-11-14	H5N8	2020-11-14	2020.87	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-11-14	profile002	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_738057.galliformes.japan.10.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	Asia / Japan / Tokushima / NA / NA	2020-12-18	profile002	galliformes	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_985180.galliformes.south_korea.10.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-01	profile002	galliformes	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_681282.galliformes.japan.16.2020-11-24	H5N8	2020-11-24	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	Asia / Japan / Fukuoka / NA / NA	2020-11-24	profile002	galliformes	130.666678342289	33.5256575241002
H5N8.2344b.EPI_ISL_710437.galliformes.japan.16.2020-12-06	H5N8	2020-12-06	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hiroshima	jp.hs	34.6052446200593	132.788104542609	Asia / Japan / Hiroshima / NA / NA	2020-12-06	profile002	galliformes	132.788104542609	34.6052446200593
H5N8.2344b.EPI_ISL_759857.galliformes.japan.16.2020-12-22	H5N8	2020-12-22	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-12-22	profile002	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_854608.galliformes.japan.16.2021-01-12	H5N8	2021-01-12	2021.03	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-12	profile002	galliformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_718110.galliformes.japan.16.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2020-12-07	profile002	galliformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_710451.galliformes.japan.16.2020-12-05	H5N8	2020-12-05	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	Asia / Japan / Nara / NA / NA	2020-12-05	profile002	galliformes	135.871480614117	34.3169016713112
H5N8.2344b.EPI_ISL_718112.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	oita	jp.ot	33.2003954700371	131.433742894646	Asia / Japan / Oita / NA / NA	2020-12-09	profile002	galliformes	131.433742894646	33.2003954700371
H5N8.2344b.EPI_ISL_718116.galliformes.japan.16.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	Asia / Japan / Okayama / NA / NA	2020-12-10	profile002	galliformes	133.826171708594	34.8921234580739
H5N8.2344b.EPI_ISL_732944.galliformes.japan.16.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shiga	jp.sh	35.2154079352044	136.13796072496	Asia / Japan / Shiga / NA / NA	2020-12-12	profile002	galliformes	136.13796072496	35.2154079352044
H5N8.2344b.EPI_ISL_1273440.galliformes.japan.16.2021-03-13	H5N8	2021-03-13	2021.19	2021-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-03-13	profile002	galliformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_978908.galliformes.japan.16.2021-01-22	H5N8	2021-01-22	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-01-22	profile002	galliformes	137.269020761504	36.6374969915777
H5N8.2344b.EPI_ISL_718121.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	Asia / Japan / Wakayama / NA / NA	2020-12-09	profile002	galliformes	135.506030353599	33.9113994398813
H5N8.2344b.EPI_ISL_985192.galliformes.south_korea.16.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-14	profile002	galliformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985183.galliformes.south_korea.16.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-07	profile002	galliformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_1009681.galliformes.south_korea.16.2020-12-29	H5N8	2020-12-29	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-29	profile002	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985198.galliformes.south_korea.79.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-21	profile002	galliformes	127.181023197189	37.5315346337798
H5N8.NA.EPI_ISL_17086336.galliformes.japan.NA.2021-01-02	H5N8	2021-01-02	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	NA	2021-01-02	profile001	galliformes	137.055033768037	35.7777527627362
H5N8.NA.EPI_ISL_17086340.galliformes.japan.NA.2021-02-02	H5N8	2021-02-02	2021.09	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	NA	2021-02-02	profile001	galliformes	140.318971903473	36.3027610877484
H5N8.NA.EPI_ISL_17086339.galliformes.japan.NA.2021-01-23	H5N8	2021-01-23	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	NA	2021-01-23	profile001	galliformes	137.269020761504	36.6374969915777
H5N8.2344b.EPI_ISL_682297.environment.japan.10.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2020-11-09	profile002	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805866.environment.japan.10.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-11-16	profile002	environment	137.574137168765	37.3996665395305
H5N8.NA.EPI_ISL_17086227.environment.japan.NA.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2020-11-25	profile001	environment	130.666678342289	33.5256575241002
H5N8.NA.EPI_ISL_17086228.environment.japan.NA.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	NA	2020-11-25	profile001	environment	134.828550655208	35.0390049694389
H5N8.NA.EPI_ISL_17086224.environment.japan.NA.2020-11-05	H5N8	2020-11-05	2020.84	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	NA	2020-11-05	profile001	environment	133.968927545016	34.217379070784
H5N8.NA.EPI_ISL_17086337.environment.japan.NA.2021-01-13	H5N8	2021-01-13	2021.03	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-01-13	profile001	environment	130.419711465505	30.9949222722596
H5N8.NA.EPI_ISL_17086348.environment.japan.NA.2020-12-19	H5N8	2020-12-19	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2020-12-19	profile001	environment	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_17086342.environment.japan.NA.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	NA	2020-11-16	profile001	environment	138.914818034069	37.5201743528051
H5N8.NA.EPI_ISL_17086333.environment.japan.NA.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shiga	jp.sh	35.2154079352044	136.13796072496	NA	2020-12-12	profile001	environment	136.13796072496	35.2154079352044
H5N8.NA.EPI_ISL_17086353.environment.japan.NA.2021-03-13	H5N8	2021-03-13	2021.19	2021-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2021-03-13	profile001	environment	139.818920628006	36.6894768729176
H5N8.NA.EPI_ISL_17086335.environment.japan.NA.2020-12-19	H5N8	2020-12-19	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	NA	2020-12-19	profile001	environment	134.242093496813	33.9191788356518
H5N8.NA.EPI_ISL_4030493.environment.japan.NA.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tottori	jp.tt	35.3595547900768	133.863177571414	NA	2020-12-09	profile001	environment	133.863177571414	35.3595547900768
H5N8.NA.EPI_ISL_17086303.environment.japan.NA.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	NA	2020-12-10	profile001	environment	135.506030353599	33.9113994398813
H5N8.2344b.EPI_ISL_17805822.na.japan.16.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-02-01	profile002	na	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_1009697.na.south_korea.16.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-11-23	profile002	na	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_1009706.na.south_korea.79.2020-12-02	H5N8	2020-12-02	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-02	profile002	na	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_732932.galliformes.japan.16.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kochi	jp.kc	33.4223902999559	133.365333188149	Asia / Japan / Kochi / NA / NA	2020-12-15	profile002	galliformes	133.365333188149	33.4223902999559
H5N8.NA.EPI_ISL_17086334.galliformes.japan.NA.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kochi	jp.kc	33.4223902999559	133.365333188149	NA	2020-12-12	profile001	galliformes	133.365333188149	33.4223902999559
H5N8.2344b.EPI_ISL_977599.anseriformes.china.1.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	beijing	cn.bj	40.1838367941588	116.40878248942	Asia / China / Shandong Province / NA / NA	2020-12-21	profile001	anseriformes	116.40878248942	40.1838367941588
H5N8.2344b.EPI_ISL_14775517.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hebei	cn.hb	39.5182972347816	116.100714730353	Asia / China / Hebei Province / NA / NA	2021-01	profile001	anseriformes	116.100714730353	39.5182972347816
H5N8.2344b.EPI_ISL_14823425.anseriformes.china.1.2020-11-04	H5N8	2020-11-04	2020.84	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-04	profile001	anseriformes	113.614527263456	33.8761853651454
H5N8.2344b.EPI_ISL_7380253.anseriformes.china.1.2021-02	H5N8	NA	NA	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu Provice / NA / NA	2021-02	profile001	anseriformes	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_7380623.anseriformes.china.1.2021-03	H5N8	NA	NA	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong Province / NA / NA	2021-03	profile001	anseriformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260450.anseriformes.china.1.2021-03-09	H5N8	2021-03-09	2021.18	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-03-09	profile001	anseriformes	120.086382279697	29.1745873279179
H5N8.2344b.EPI_ISL_1041138.anseriformes.japan.1.2021-01-23	H5N8	2021-01-23	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-23	profile001	anseriformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_1114725.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-16	profile001	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805905.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-01-16	profile001	anseriformes	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_985211.anseriformes.south_korea.1.2020-12-28	H5N8	2020-12-28	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-28	profile001	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_1009710.anseriformes.south_korea.1.2020-11-17	H5N8	2020-11-17	2020.88	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeju	kr.cj	33.3869876346889	126.553618799527	Asia / Korea / JJ / NA / NA	2020-11-17	profile001	anseriformes	126.553618799527	33.3869876346889
H5N8.2344b.EPI_ISL_985187.anseriformes.south_korea.1.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-10	profile001	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009692.anseriformes.south_korea.1.2021-01-05	H5N8	2021-01-05	2021.01	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-01-05	profile001	anseriformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_985205.anseriformes.south_korea.1.2020-12-24	H5N8	2020-12-24	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-24	profile001	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985197.anseriformes.south_korea.1.2020-12-20	H5N8	2020-12-20	2020.97	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-20	profile001	anseriformes	127.181023197189	37.5315346337798
H5N6.2344b.EPI_ISL_6758007.anseriformes.china.61.2021-04	H5N6	NA	NA	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-04	profile001	anseriformes	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_7381183.anseriformes.china.279.2021-04	H5N8	NA	NA	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong Province / NA / NA	2021-04	profile001	anseriformes	118.136153809721	36.3536638777003
H5N8.NA.EPI_ISL_14838179.anseriformes.china.NA.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	NA	2020-12-12	profile001	anseriformes	113.614527263456	33.8761853651454
H5N6.NA.EPI_ISL_18058055.anseriformes.china.NA.2021-05-01	H5N6	2021-05-01	2021.33	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	NA	2021-05-01	profile001	anseriformes	102.711402322843	30.6066264180489
NA.NA.EPI_ISL_14845579.anseriformes.china.NA.2021-04-29	NA	2021-04-29	2021.32	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	NA	2021-04-29	profile001	anseriformes	118.136153809721	36.3536638777003
H5N8.NA.EPI_ISL_17086338.anseriformes.japan.NA.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-01-21	profile001	anseriformes	140.198261340312	35.5094511865639
H5N8.NA.EPI_ISL_17086346.anseriformes.japan.NA.2021-01-24	H5N8	2021-01-24	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-01-24	profile001	anseriformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_5260465.pelecaniformes.china.1.2021-01-26	H5N8	2021-01-26	2021.07	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu / NA / NA	2021-01-26	profile001	pelecaniformes	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_1098830.gruiformes.japan.1.2021-01-19	H5N8	2021-01-19	2021.05	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-19	profile001	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_5260416.charadriiformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile001	charadriiformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_1041128.galliformes.japan.1.2021-02-10	H5N8	2021-02-10	2021.11	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-02-10	profile001	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_985229.galliformes.japan.1.2021-02-06	H5N8	2021-02-06	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2021-02-06	profile001	galliformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_1009688.galliformes.south_korea.1.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-01-01	profile001	galliformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009689.galliformes.south_korea.1.2021-01-03	H5N8	2021-01-03	2021.01	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2021-01-03	profile001	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_985207.galliformes.south_korea.1.2020-12-25	H5N8	2020-12-25	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-25	profile001	galliformes	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_1009693.galliformes.south_korea.1.2021-01-08	H5N8	2021-01-08	2021.02	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2021-01-08	profile001	galliformes	127.181023197189	37.5315346337798
H5N6.2344b.EPI_ISL_6914131.galliformes.china.61.2021-06-10	H5N6	2021-06-10	2021.44	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	chongqing	cn.cq	30.0551333912638	107.864488420692	Asia / China / Chongqinq Municipality / NA / NA	2021-06-10	profile001	galliformes	107.864488420692	30.0551333912638
H5N6.2344b.EPI_ISL_6760682.galliformes.china.61.2021-07	H5N6	NA	NA	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-07	profile001	galliformes	102.711402322843	30.6066264180489
H5N8.NA.EPI_ISL_17086352.galliformes.japan.NA.2021-02-15	H5N8	2021-02-15	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-02-15	profile001	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_5260466.podicipediformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile001	podicipediformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_14770163.gruiformes.china.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / NA / NA / NA	2020-12-31	profile001	gruiformes	118.136153809721	36.3536638777003
H5N8.NA.EPI_ISL_6816057.environment.china.NA.2021-11-01	H5N8	2021-11-01	2021.83	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2021-11-01	profile001	environment	103.513718494908	36.6848135465548
H5N8.2344b.EPI_ISL_1009709.na.south_korea.1.2020-12-16	H5N8	2020-12-16	2020.96	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeju	kr.cj	33.3869876346889	126.553618799527	Asia / Korea / JJ / NA / NA	2020-12-16	profile001	na	126.553618799527	33.3869876346889
H5N6.NA.EPI_ISL_4568644.na.china.NA.2021-07-09	H5N6	2021-07-09	2021.52	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	chongqing	cn.cq	30.0551333912638	107.864488420692	NA	2021-07-09	profile001	na	107.864488420692	30.0551333912638
H5N6.NA.EPI_ISL_4558108.na.china.NA.2021-07-05	H5N6	2021-07-05	2021.51	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	NA	2021-07-05	profile001	na	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_1041173.accipitriformes.japan.16.2021-02-10	H5N8	2021-02-10	2021.11	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / NA / NA	2021-02-10	profile002	accipitriformes	137.269020761504	36.6374969915777
H5N8.2344b.EPI_ISL_1041176.strigiformes.japan.10.2021-02-16	H5N8	2021-02-16	2021.13	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-16	profile002	strigiformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_2820480.anseriformes.china.10.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia Hui Autonomous Region / NA / NA	2020-10-16	profile002	anseriformes	106.161545856493	37.2602231520297
H5N2.2344b.EPI_ISL_1760455.anseriformes.china.286.2020-11-10	H5N2	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Shanxi Province / NA / NA	2020-11-10	profile002	anseriformes	112.274268590565	37.5496375119255
