tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N8.2.3.4.4b.EPI_ISL_16718461.gruiformes.japan.10.2021-02-03,H5N8,EPI_ISL_16718461,a/hooded_crane/kagoshima/ku-105/NA,2021-02-03,2021.09,2021-02,gruiformes_wild,gruiformes,Gruidae,grus monacha,hooded crane,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2021-05,1441,2.3.4.4b,Asia / Japan / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2021-02-03,pb1,pb1,profile001
H5N8.2.3.4.4b.EPI_ISL_16718462.gruiformes.japan.10.2021-02-05,H5N8,EPI_ISL_16718462,a/hooded_crane/kagoshima/ku-106/NA,2021-02-05,2021.1,2021-02,gruiformes_wild,gruiformes,Gruidae,grus monacha,hooded crane,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2021-05,1441,2.3.4.4b,Asia / Japan / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2021-02-05,pb1,pb1,profile001
H5N8.2.3.4.4b.EPI_ISL_16718463.gruiformes.japan.10.2021-02-05,H5N8,EPI_ISL_16718463,a/hooded_crane/kagoshima/ku-107/NA,2021-02-05,2021.1,2021-02,gruiformes_wild,gruiformes,Gruidae,grus monacha,hooded crane,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2021-05,1441,2.3.4.4b,Asia / Japan / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2021-02-05,pb1,pb1,profile001
H5N8.2.3.4.4b.EPI_ISL_16718464.gruiformes.japan.10.2021-02-05,H5N8,EPI_ISL_16718464,a/white-naped_crane/kagoshima/ku-108/NA,2021-02-05,2021.1,2021-02,gruiformes_wild,gruiformes,Gruidae,antigone vipio,white-naped crane,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2021-05,1441,2.3.4.4b,Asia / Japan / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2021-02-05,pb1,pb1,profile001
H5N8.2.3.4.4b.EPI_ISL_16718465.gruiformes.japan.1.2021-01-16,H5N8,EPI_ISL_16718465,a/hooded_crane/kagoshima/ku-d89/NA,2021-01-16,2021.04,2021-01,gruiformes_wild,gruiformes,Gruidae,grus monacha,hooded crane,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2021-02,1441,2.3.4.4b,Asia / Japan / NA / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2021-01-16,pb1,pb1,profile002
H5N8.2.3.4.4b.EPI_ISL_16718466.anseriformes.japan.10.2020-12-18,H5N8,EPI_ISL_16718466,a/mallard_duck/kagoshima/ku-50/NA,2020-12-18,2020.96,2020-12,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2020-51,1441,2.3.4.4b,Asia / Japan / NA / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-18,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_16955748.passeriformes.japan.2.2022-11-24,H5N1,EPI_ISL_16955748,a/large-billed_crow/hokkaido/0111e084/2022,2022-11-24,2022.9,2022-11,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-47,1435,2.3.4.4b,Asia / Japan / Hokkaido / Mukawa / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-11-24,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_16955765.passeriformes.japan.2.2022-12-05,H5N1,EPI_ISL_16955765,a/large-billed_crow/hokkaido/0112p083-2/2022,2022-12-05,2022.93,2022-12,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-49,1435,2.3.4.4b,Asia / Japan / Hokkaido / Kushiro / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-12-05,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_16955798.charadriiformes.japan.2.2022-11-16,H5N1,EPI_ISL_16955798,a/slaty-backed_gull/hokkaido/0111m114/2022,2022-11-16,2022.87,2022-11,charadriiformes_wild,charadriiformes,Laridae,larus schistisagus,slaty-backed gull,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-46,1435,2.3.4.4b,Asia / Japan / Hokkaido / Abashiri / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-11-16,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_16955829.accipitriformes.japan.2.2022-11-23,H5N1,EPI_ISL_16955829,a/white-tailed_eagle/hokkaido/20221123001/2022,2022-11-23,2022.89,2022-11,accipitriformes_wild,accipitriformes,Accipitridae,haliaeetus albicilla,white-tailed eagle,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-47,1435,2.3.4.4b,Asia / Japan / Hokkaido / Urahoro / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-11-23,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17075747.na.china.19.2023-02-10,H5N1,EPI_ISL_17075747,a/jiangsu/nj210/2023,2023-02-10,2023.11,2023-02,na_wild,na,Hominidae,Homo sapiens,human,other,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,jiangsu,cn.js,32.9645721858222,119.470797338049,a,2023-06,504,2.3.4.4b,Asia / China / Jiangsu Provice / NA / NA,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19,2023-02-10,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17075759.na.china.19.2023-02-10,H5N1,EPI_ISL_17075759,a/jiangsu/nj210/2023,2023-02-10,2023.11,2023-02,na_wild,na,Hominidae,Homo sapiens,human,other,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,jiangsu,cn.js,32.9645721858222,119.470797338049,a,2023-06,504,2.3.4.4b,Asia / China / Jiangsu Provice / NA / NA,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19,2023-02-10,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17267420.galliformes.japan.2.2022-11-06,H5N1,EPI_ISL_17267420,a/chicken/hokkaido/hu-e010/2022,2022-11-06,2022.85,2022-11,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-44,1435,2.3.4.4b,Asia / Japan / Hokkaido / Date / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-11-06,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17267427.passeriformes.japan.15.2022-12-12,H5N1,EPI_ISL_17267427,a/large-billed_crow/hokkaido/b004/2022,2022-12-12,2022.95,2022-12,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-50,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,23_1_23_1_1_1_1_1,H5N1/2022/R17_Asia,15,2022-12-12,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17267428.passeriformes.japan.2.2022-12-21,H5N1,EPI_ISL_17267428,a/large-billed_crow/hokkaido/b005/2022,2022-12-21,2022.97,2022-12,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-51,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2,2022-12-21,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17316075.passeriformes.japan.15.2023-02-04,H5N1,EPI_ISL_17316075,a/large-billed_crow/hokkaido/b006/2023,2023-02-04,2023.09,2023-02,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2023-05,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,23_1_23_1_1_1_1_1,H5N1/2022/R17_Asia,15,2023-02-04,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17316489.passeriformes.japan.15.2023-03-13,H5N1,EPI_ISL_17316489,a/large-billed_crow/hokkaido/b007/2023,2023-03-13,2023.19,2023-03,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2023-11,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,23_1_23_1_1_1_1_1,H5N1/2022/R17_Asia,15,2023-03-13,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17316965.passeriformes.japan.15.2023-03-13,H5N1,EPI_ISL_17316965,a/large-billed_crow/hokkaido/b008/2023,2023-03-13,2023.19,2023-03,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2023-11,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,23_1_23_1_1_1_1_1,H5N1/2022/R17_Asia,15,2023-03-13,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17317372.passeriformes.japan.15.2022-12-18,H5N1,EPI_ISL_17317372,a/large-billed_crow/hokkaido/b00b/2022,2022-12-18,2022.96,2022-12,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-50,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,23_1_23_1_1_1_1_1,H5N1/2022/R17_Asia,15,2022-12-18,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17317373.passeriformes.japan.15.2022-12-19,H5N1,EPI_ISL_17317373,a/large-billed_crow/hokkaido/b00c/2022,2022-12-19,2022.96,2022-12,passeriformes_wild,passeriformes,Corvidae,corvus macrorhynchos,large-billed crow,bird,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,a,2022-51,1435,2.3.4.4b,Asia / Japan / Hokkaido / Sapporo / NA,23_1_23_1_1_1_1_1,H5N1/2022/R17_Asia,15,2022-12-19,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606814.anseriformes.south_korea.22.2021-11-05,H5N1,EPI_ISL_17606814,a/mandarin_duck/korea/h519/2021,2021-11-05,2021.84,2021-11,anseriformes_wild,anseriformes,Anatidae,aix galericulata,mandarin duck,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollabuk-do,kr.cb,35.7159281817874,127.140659781938,a,2021-44,3775,2.3.4.4b,Asia / Korea / JB / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-05,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606815.anseriformes.south_korea.22.2021-11-09,H5N1,EPI_ISL_17606815,a/mandarin_duck/korea/wa622/2021,2021-11-09,2021.85,2021-11,anseriformes_wild,anseriformes,Anatidae,aix galericulata,mandarin duck,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollabuk-do,kr.cb,35.7159281817874,127.140659781938,a,2021-45,3775,2.3.4.4b,Asia / Korea / JB / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-09,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606816.anseriformes.south_korea.22.2021-11-15,H5N1,EPI_ISL_17606816,a/mandarin_duck/korea/h552/2021,2021-11-15,2021.87,2021-11,anseriformes_wild,anseriformes,Anatidae,aix galericulata,mandarin duck,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeonggi-do,kr.kg,37.5315346337798,127.181023197189,a,2021-46,3775,2.3.4.4b,Asia / Korea / GG / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-15,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606817.anseriformes.south_korea.22.2022-01-13,H5N1,EPI_ISL_17606817,a/mallard/korea/wa44/2022,2022-01-13,2022.03,2022-01,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,a,2022-02,3775,2.3.4.4b,Asia / Korea / CN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2022-01-13,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606818.anseriformes.south_korea.22.2022-02-08,H5N1,EPI_ISL_17606818,a/wild_duck/korea/h152/2022,2022-02-08,2022.1,2022-02,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeonggi-do,kr.kg,37.5315346337798,127.181023197189,a,2022-06,3775,2.3.4.4b,Asia / Korea / GG / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2022-02-08,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606819.anseriformes.south_korea.22.2021-11-10,H5N1,EPI_ISL_17606819,a/duck/korea/h535-2/2021,2021-11-10,2021.86,2021-11,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,a,2021-45,3775,2.3.4.4b,Asia / Korea / CB / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-10,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606820.anseriformes.south_korea.22.2021-11-11,H5N1,EPI_ISL_17606820,a/duck/korea/h541-3/2021,2021-11-11,2021.86,2021-11,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-45,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_33_1_1_4_1_1,NA,22,2021-11-11,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606821.anseriformes.south_korea.22.2021-11-16,H5N1,EPI_ISL_17606821,a/duck/korea/h550/2021,2021-11-16,2021.87,2021-11,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-46,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_34_1_1_4_1_1,NA,22,2021-11-16,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606822.anseriformes.south_korea.22.2021-11-17,H5N1,EPI_ISL_17606822,a/duck/korea/h554/2021,2021-11-17,2021.88,2021-11,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-46,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_33_1_1_4_1_1,NA,22,2021-11-17,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606823.galliformes.south_korea.22.2021-11-21,H5N1,EPI_ISL_17606823,a/chicken/korea/h559/2021,2021-11-21,2021.89,2021-11,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,a,2021-46,3775,2.3.4.4b,Asia / Korea / CB / NA / NA,2_1_33_1_1_4_1_1,NA,22,2021-11-21,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606824.anseriformes.south_korea.22.2021-11-22,H5N1,EPI_ISL_17606824,a/duck/korea/h560/2021,2021-11-22,2021.89,2021-11,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-47,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-11-22,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606825.galliformes.south_korea.22.2021-12-04,H5N1,EPI_ISL_17606825,a/chicken/korea/h589/2021,2021-12-04,2021.92,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,a,2021-48,3775,2.3.4.4b,Asia / Korea / CN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-04,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606826.galliformes.south_korea.22.2021-12-05,H5N1,EPI_ISL_17606826,a/chicken/korea/h590/2021,2021-12-05,2021.93,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-48,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_34_1_1_4_1_1,NA,22,2021-12-05,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606827.galliformes.south_korea.22.2021-12-11,H5N1,EPI_ISL_17606827,a/chicken/korea/h605/2021,2021-12-11,2021.94,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,a,2021-49,3775,2.3.4.4b,Asia / Korea / CN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-11,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606828.anseriformes.south_korea.22.2021-12-13,H5N1,EPI_ISL_17606828,a/duck/korea/h608/2021,2021-12-13,2021.95,2021-12,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-50,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_12_1_6_4_1_1,H5N1/2021/R11_Asia,22,2021-12-13,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606829.anseriformes.south_korea.22.2021-12-13,H5N1,EPI_ISL_17606829,a/duck/korea/h609/2021,2021-12-13,2021.95,2021-12,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-50,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_12_1_6_4_1_1,H5N1/2021/R11_Asia,22,2021-12-13,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606830.galliformes.south_korea.22.2021-12-14,H5N1,EPI_ISL_17606830,a/chicken/korea/h617/2021,2021-12-14,2021.95,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongnam-do,kr.gn,36.5298116066164,126.847825775926,a,2021-50,3775,2.3.4.4b,Asia / Korea / CN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-14,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606831.anseriformes.south_korea.22.2021-12-15,H5N1,EPI_ISL_17606831,a/duck/korea/h621/2021,2021-12-15,2021.95,2021-12,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-50,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-15,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606832.galliformes.south_korea.22.2021-12-16,H5N1,EPI_ISL_17606832,a/chicken/korea/h623/2021,2021-12-16,2021.96,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,sejong,kr.sj,36.5605294196904,127.258813990513,a,2021-50,3775,2.3.4.4b,Asia / Korea / SJ / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-16,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606833.galliformes.south_korea.22.2021-12-17,H5N1,EPI_ISL_17606833,a/quail/korea/h624/2021,2021-12-17,2021.96,2021-12,galliformes_wild,galliformes,Phasianidae,synoicus/coturnix sp.,old world quail sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeonggi-do,kr.kg,37.5315346337798,127.181023197189,a,2021-50,3775,2.3.4.4b,Asia / Korea / GG / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-17,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606834.galliformes.south_korea.22.2021-12-20,H5N1,EPI_ISL_17606834,a/chicken/korea/h625/2021,2021-12-20,2021.97,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-51,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_12_1_6_4_1_1,H5N1/2021/R11_Asia,22,2021-12-20,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606835.galliformes.south_korea.22.2021-12-23,H5N1,EPI_ISL_17606835,a/chicken/korea/h638/2021,2021-12-23,2021.98,2021-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,sejong,kr.sj,36.5605294196904,127.258813990513,a,2021-51,3775,2.3.4.4b,Asia / Korea / SJ / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-23,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606836.anseriformes.south_korea.22.2021-12-27,H5N1,EPI_ISL_17606836,a/duck/korea/h640/2021,2021-12-27,2021.99,2021-12,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollabuk-do,kr.cb,35.7159281817874,127.140659781938,a,2021-52,3775,2.3.4.4b,Asia / Korea / JB / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-27,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606837.anseriformes.south_korea.22.2021-12-29,H5N1,EPI_ISL_17606837,a/duck/korea/h649/2021,2021-12-29,2021.99,2021-12,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2021-52,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2021-12-29,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606838.anseriformes.south_korea.22.2022-01-06,H5N1,EPI_ISL_17606838,a/duck/korea/h13/2022,2022-01-06,2022.01,2022-01,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollabuk-do,kr.cb,35.7159281817874,127.140659781938,a,2022-01,3775,2.3.4.4b,Asia / Korea / JB / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2022-01-06,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606839.anseriformes.south_korea.22.2022-01-14,H5N1,EPI_ISL_17606839,a/duck/korea/h38/2022,2022-01-14,2022.04,2022-01,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,jeollanam-do,kr.cn,34.8733358026855,126.897223705092,a,2022-02,3775,2.3.4.4b,Asia / Korea / JN / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2022-01-14,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606840.anseriformes.south_korea.22.2022-01-21,H5N1,EPI_ISL_17606840,a/duck/korea/h56/2022,2022-01-21,2022.05,2022-01,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,a,2022-03,3775,2.3.4.4b,Asia / Korea / CB / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2022-01-21,pb1,pb1,profile001
H5N1.2.3.4.4b.EPI_ISL_17606841.galliformes.south_korea.22.2022-01-21,H5N1,EPI_ISL_17606841,a/chicken/korea/h57/2022,2022-01-21,2022.05,2022-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,south korea,kor,36.341057964317,127.784630688405,gyeonggi-do,kr.kg,37.5315346337798,127.181023197189,a,2022-03,3775,2.3.4.4b,Asia / Korea / GG / NA / NA,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22,2022-01-21,pb1,pb1,profile001
